"p","U:0","U:1","U:2","epsilon","k","nut","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-6.3448,10.077,-0.037073,-4.6545e-021,13.197,0.34706,0.00082213,1,0.045771,0,0.020371,0
-6.3447,10.077,-0.037267,-4.0462e-021,13.222,0.34706,0.00082059,1,0.045822,0,0.020422,0
-6.3446,10.077,-0.037461,-3.438e-021,13.247,0.34706,0.00081905,1,0.045872,0,0.020472,0
-6.3445,10.077,-0.037655,-2.8298e-021,13.273,0.34707,0.00081752,1,0.045923,0,0.020523,0
-6.3444,10.078,-0.037848,-2.2216e-021,13.298,0.34707,0.00081598,1,0.045974,0,0.020574,0
-6.3443,10.078,-0.038042,-1.6134e-021,13.324,0.34707,0.00081445,1,0.046025,0,0.020625,0
-6.3442,10.078,-0.038236,-1.0052e-021,13.349,0.34708,0.00081291,1,0.046076,0,0.020676,0
-6.3441,10.078,-0.03843,-3.9697e-022,13.374,0.34708,0.00081137,1,0.046126,0,0.020726,0
-6.344,10.078,-0.038623,2.1124e-022,13.4,0.34708,0.00080984,1,0.046177,0,0.020777,0
-6.3439,10.079,-0.038817,8.1946e-022,13.425,0.34708,0.0008083,1,0.046228,0,0.020828,0
-6.3438,10.079,-0.039016,1.4989e-021,13.462,0.34708,0.00080621,1,0.046279,0,0.020879,0
-6.3439,10.079,-0.03924,2.4988e-021,13.55,0.34707,0.00080162,1,0.04633,0,0.02093,0
-6.3439,10.079,-0.039463,3.4987e-021,13.638,0.34705,0.00079702,1,0.04638,0,0.02098,0
-6.344,10.08,-0.039687,4.4985e-021,13.726,0.34703,0.00079243,1,0.046431,0,0.021031,0
-6.344,10.08,-0.03991,5.4984e-021,13.814,0.34701,0.00078784,1,0.046482,0,0.021082,0
-6.344,10.08,-0.040133,6.4983e-021,13.902,0.347,0.00078324,1,0.046533,0,0.021133,0
-6.3441,10.081,-0.040357,7.4983e-021,13.99,0.34698,0.00077865,1,0.046584,0,0.021184,0
-6.3441,10.081,-0.04058,8.4981e-021,14.078,0.34696,0.00077405,1,0.046634,0,0.021234,0
-6.3442,10.081,-0.040804,9.498e-021,14.166,0.34695,0.00076946,1,0.046685,0,0.021285,0
-6.3442,10.081,-0.041027,1.0498e-020,14.254,0.34693,0.00076487,1,0.046736,0,0.021336,0
-6.3443,10.082,-0.04125,1.1498e-020,14.342,0.34691,0.00076027,1,0.046787,0,0.021387,0
-6.3443,10.082,-0.041474,1.2498e-020,14.43,0.34689,0.00075568,1,0.046838,0,0.021438,0
-6.3443,10.082,-0.041697,1.3498e-020,14.518,0.34688,0.00075109,1,0.046888,0,0.021488,0
-6.3444,10.083,-0.04192,1.4497e-020,14.606,0.34686,0.00074649,1,0.046939,0,0.021539,0
-6.3444,10.083,-0.042144,1.5497e-020,14.694,0.34684,0.0007419,1,0.04699,0,0.02159,0
-6.3445,10.083,-0.042367,1.6497e-020,14.782,0.34683,0.0007373,1,0.047041,0,0.021641,0
-6.3445,10.083,-0.042591,1.7497e-020,14.87,0.34681,0.00073271,1,0.047092,0,0.021692,0
-6.3446,10.084,-0.042814,1.8497e-020,14.958,0.34679,0.00072812,1,0.047142,0,0.021742,0
-6.3445,10.084,-0.043001,1.804e-020,15.16,0.34673,0.00072027,1,0.047193,0,0.021793,0
-6.3443,10.085,-0.043167,1.6752e-020,15.428,0.34664,0.00071056,1,0.047244,0,0.021844,0
-6.3441,10.085,-0.043334,1.5463e-020,15.697,0.34655,0.00070085,1,0.047295,0,0.021895,0
-6.344,10.086,-0.0435,1.4174e-020,15.965,0.34645,0.00069115,1,0.047346,0,0.021946,0
-6.3438,10.086,-0.043666,1.2885e-020,16.233,0.34636,0.00068144,1,0.047396,0,0.021996,0
-6.3436,10.087,-0.043832,1.1596e-020,16.501,0.34627,0.00067173,1,0.047447,0,0.022047,0
-6.3435,10.087,-0.043999,1.0307e-020,16.769,0.34618,0.00066202,1,0.047498,0,0.022098,0
-6.3433,10.088,-0.044165,9.018e-021,17.037,0.34609,0.00065232,1,0.047549,0,0.022149,0
-6.3431,10.088,-0.044331,7.7291e-021,17.305,0.346,0.00064261,1,0.0476,0,0.0222,0
-6.343,10.089,-0.044497,6.4402e-021,17.574,0.34591,0.0006329,1,0.04765,0,0.02225,0
-6.3428,10.089,-0.044663,5.1512e-021,17.842,0.34582,0.00062319,1,0.047701,0,0.022301,0
-6.3426,10.09,-0.04483,3.8623e-021,18.11,0.34572,0.00061349,1,0.047752,0,0.022352,0
-6.3424,10.09,-0.044996,2.5734e-021,18.378,0.34563,0.00060378,1,0.047803,0,0.022403,0
-6.3423,10.091,-0.045162,1.2844e-021,18.646,0.34554,0.00059407,1,0.047854,0,0.022454,0
-6.3421,10.091,-0.045328,-4.4939e-024,18.914,0.34545,0.00058436,1,0.047904,0,0.022504,0
-6.3419,10.092,-0.045495,-1.2893e-021,19.185,0.34536,0.00057463,1,0.047955,0,0.022555,0
-6.3422,10.093,-0.045832,-1.7836e-021,20.017,0.34507,0.00056001,1,0.048006,0,0.022606,0
-6.3424,10.094,-0.046169,-2.2778e-021,20.849,0.34478,0.00054539,1,0.048057,0,0.022657,0
-6.3427,10.095,-0.046506,-2.772e-021,21.681,0.34449,0.00053077,1,0.048108,0,0.022708,0
-6.3429,10.096,-0.046843,-3.2662e-021,22.513,0.34421,0.00051615,1,0.048158,0,0.022758,0
-6.3432,10.097,-0.04718,-3.7604e-021,23.345,0.34392,0.00050153,1,0.048209,0,0.022809,0
-6.3435,10.098,-0.047517,-4.2547e-021,24.177,0.34363,0.00048692,1,0.04826,0,0.02286,0
-6.3437,10.099,-0.047854,-4.7489e-021,25.009,0.34334,0.0004723,1,0.048311,0,0.022911,0
-6.344,10.1,-0.048191,-5.2431e-021,25.841,0.34305,0.00045768,1,0.048362,0,0.022962,0
-6.3442,10.101,-0.048528,-5.7373e-021,26.672,0.34276,0.00044306,1,0.048412,0,0.023012,0
-6.3445,10.102,-0.048864,-6.2315e-021,27.504,0.34247,0.00042844,1,0.048463,0,0.023063,0
-6.3447,10.103,-0.049201,-6.7258e-021,28.336,0.34219,0.00041382,1,0.048514,0,0.023114,0
-6.345,10.105,-0.049538,-7.22e-021,29.168,0.3419,0.0003992,1,0.048565,0,0.023165,0
-6.3452,10.106,-0.049875,-7.7142e-021,30,0.34161,0.00038458,1,0.048616,0,0.023216,0
-6.3454,10.107,-0.050193,-8.1171e-021,31.017,0.34131,0.0003699,1,0.048666,0,0.023266,0
-6.3455,10.109,-0.050287,-7.4586e-021,34.183,0.34085,0.00035455,1,0.048717,0,0.023317,0
-6.3455,10.112,-0.050381,-6.8001e-021,37.349,0.34039,0.00033919,1,0.048768,0,0.023368,0
-6.3455,10.114,-0.050475,-6.1417e-021,40.514,0.33993,0.00032384,1,0.048819,0,0.023419,0
-6.3455,10.117,-0.050569,-5.4832e-021,43.68,0.33947,0.00030848,1,0.04887,0,0.02347,0
-6.3455,10.119,-0.050664,-4.8247e-021,46.846,0.33901,0.00029313,1,0.04892,0,0.02352,0
-6.3456,10.122,-0.050758,-4.1663e-021,50.012,0.33855,0.00027777,1,0.048971,0,0.023571,0
-6.3456,10.124,-0.050852,-3.5078e-021,53.178,0.33809,0.00026242,1,0.049022,0,0.023622,0
-6.3456,10.127,-0.050946,-2.8493e-021,56.343,0.33764,0.00024706,1,0.049073,0,0.023673,0
-6.3456,10.129,-0.05104,-2.1909e-021,59.509,0.33718,0.00023171,1,0.049124,0,0.023724,0
-6.3456,10.132,-0.051135,-1.5324e-021,62.675,0.33672,0.00021635,1,0.049174,0,0.023774,0
-6.3457,10.134,-0.051229,-8.7394e-022,65.841,0.33626,0.000201,1,0.049225,0,0.023825,0
-6.3457,10.137,-0.051323,-2.1548e-022,69.007,0.3358,0.00018564,1,0.049276,0,0.023876,0
-6.3456,10.133,-0.051524,0,82.806,0.33988,0.000174,1,0.049327,0,0.023927,0
-6.3455,10.127,-0.051777,0,101.78,0.34618,0.00016416,1,0.049378,0,0.023978,0
-6.3454,10.121,-0.052031,0,120.75,0.35248,0.00015432,1,0.049428,0,0.024028,0
-6.3453,10.115,-0.052284,0,139.72,0.35877,0.00014448,1,0.049479,0,0.024079,0
-6.3452,10.109,-0.052537,0,158.69,0.36507,0.00013464,1,0.04953,0,0.02413,0
-6.3451,10.102,-0.052791,0,177.67,0.37137,0.0001248,1,0.049581,0,0.024181,0
-6.345,10.096,-0.053044,0,196.64,0.37766,0.00011496,1,0.049632,0,0.024232,0
-6.3449,10.09,-0.053297,0,215.61,0.38396,0.00010512,1,0.049682,0,0.024282,0
-6.3448,10.084,-0.053551,0,234.58,0.39025,9.5279e-005,1,0.049733,0,0.024333,0
-6.3447,10.078,-0.053804,0,253.56,0.39655,8.5439e-005,1,0.049784,0,0.024384,0
-6.3446,10.072,-0.054057,0,272.53,0.40285,7.5599e-005,1,0.049835,0,0.024435,0
-6.3448,9.997,-0.053085,0,359.34,0.4353,7.0531e-005,1,0.049886,0,0.024486,0
-6.3452,9.8803,-0.051361,0,487.76,0.48381,6.8389e-005,1,0.049936,0,0.024536,0
-6.3455,9.7636,-0.049637,0,616.19,0.53231,6.6247e-005,1,0.049987,0,0.024587,0
-6.3458,9.6469,-0.047914,0,744.61,0.58082,6.4106e-005,1,0.050038,0,0.024638,0
-6.3462,9.5302,-0.04619,0,873.04,0.62932,6.1964e-005,1,0.050089,0,0.024689,0
-6.3465,9.4135,-0.044466,0,1001.5,0.67783,5.9823e-005,1,0.05014,0,0.02474,0
-6.3469,9.2968,-0.042742,0,1129.9,0.72633,5.7681e-005,1,0.05019,0,0.02479,0
-6.3472,9.1801,-0.041018,0,1258.3,0.77484,5.554e-005,1,0.050241,0,0.024841,0
-6.3476,9.0634,-0.039294,0,1386.7,0.82334,5.3398e-005,1,0.050292,0,0.024892,0
-6.3479,8.9467,-0.037571,0,1515.2,0.87185,5.1257e-005,1,0.050343,0,0.024943,0
-6.3477,8.1345,-0.033904,0,1640,0.91856,4.6436e-005,1,0.050394,0,0.024994,0
-6.3473,7.1177,-0.029666,0,1763.7,0.96476,4.0826e-005,1,0.050444,0,0.025044,0
-6.3469,6.1009,-0.025428,0,1887.5,1.011,3.5217e-005,1,0.050495,0,0.025095,0
-6.3465,5.084,-0.02119,0,2011.2,1.0571,2.9608e-005,1,0.050546,0,0.025146,0
-6.3461,4.0672,-0.016952,0,2135,1.1033,2.3999e-005,1,0.050597,0,0.025197,0
-6.3457,3.0504,-0.012714,0,2258.7,1.1495,1.839e-005,1,0.050648,0,0.025248,0
-6.3453,2.0336,-0.008476,0,2382.5,1.1957,1.2781e-005,1,0.050698,0,0.025298,0
-6.3449,1.0168,-0.004238,0,2506.2,1.2419,7.1719e-006,1,0.050749,0,0.025349,0
-6.3446,0,0,0,2630,1.2881,1.5628e-006,1,0.0508,0,0.0254,0
